ShipmentID,OriginPort,DestinationPort,ShipmentDate,DeliveryDate,ShipmentMode,Status,Cost,Revenue,FuelConsumption,Emissions,CustomerID,CustomerName,Industry,Region,TotalShipments,TotalSpend,AverageDeliveryTime,OnTimeDeliveryRate,SatisfactionScore,RouteID,DwellTimeAtTerminal,ScenarioID,ScenarioDescription,EstimatedCostSavings,EstimatedEfficiencyImprovement,ImpactOnDeliveryTime,ImpactOnCustomerSatisfaction,FuelType,CarbonOffsetInitiatives,SustainabilityScore,PredictedRevenue,PredictedCost,PredictedEmissions,PredictedDeliveryTime,PredictedCustomerSatisfaction
350,Rotterdam,Shanghai,09-01-2025,25-02-2025,Land,Delayed,12514,16665,450,30,148,KLM Exporters,Electronics,Middle East,17,340688,20,93,5,R34,11,S29,Increase container utilization,5815,6,0,0.15,LNG,Solar Investment,83,16021,10027,41,23,4.3
351,Mumbai,Hamburg,10-02-2025,20-02-2025,Land,On-time,12539,14729,529,39,164,KLM Exporters,Retail,Europe,10,275976,17,97,4.1,R40,19,S9,Reduce average delay,6763,11,2,0.08,HFO,None,84,16522,11752,48,18,4.7
352,Dubai,Busan,01-01-2025,26-01-2025,Land,Delayed,8684,11936,525,31,190,XYZ Traders,Retail,Middle East,18,213107,23,85,4.1,R3,18,S2,Cost reduction per shipment,6255,8,0,0.08,LNG,Tree Plantation,87,13044,8315,43,24,4.2
353,Los Angeles,New York,02-01-2025,18-02-2025,Air,Delayed,11629,15776,591,41,156,OPQ Enterprises,Automotive,North America,21,294182,15,93,4.1,R26,19,S39,Increase container utilization,6774,10,2,0.18,MDO,Solar Investment,81,16512,13941,32,16,4.8
354,Busan,Busan,01-03-2025,16-01-2025,Land,On-time,10887,10962,468,37,126,Global Importers,Retail,Asia,17,291787,24,91,4.6,R14,17,S7,Cost reduction per shipment,3743,11,0,0.11,HFO,Wind Energy,79,13983,11989,48,18,4.1
355,Antwerp,Antwerp,17-02-2025,06-01-2025,Air,Delayed,14379,13005,408,34,174,ABC Logistics,Automotive,Europe,26,215954,17,86,4.8,R41,15,S46,Increase container utilization,5323,13,0,0.15,LNG,Tree Plantation,81,17443,9101,30,17,4
356,Dubai,Busan,29-01-2025,09-03-2025,Air,Delayed,9462,13806,401,30,104,ABC Logistics,Electronics,Middle East,19,216943,24,86,4.4,R8,19,S5,Increase container utilization,3232,6,1,0.13,MDO,Tree Plantation,77,11350,8530,30,17,4.4
357,Antwerp,Mumbai,02-02-2025,29-01-2025,Sea,On-time,12086,10882,561,44,170,LMN Supply,Retail,North America,16,240725,21,89,5,R49,12,S8,Reduce average delay,5101,14,1,0.16,LNG,None,75,15282,10402,39,19,5
358,Antwerp,Singapore,10-01-2025,18-01-2025,Sea,On-time,10261,13840,587,35,182,DEF Cargo,Textiles,North America,28,245434,17,97,4.4,R16,11,S32,Improve on-time performance,3256,13,1,0.12,LNG,Wind Energy,88,14418,9859,32,15,4.1
359,Dubai,Hamburg,19-02-2025,16-01-2025,Land,Delayed,12180,16923,588,41,156,ABC Logistics,Textiles,Europe,15,285751,17,89,4.2,R42,16,S18,Reduce average delay,5028,9,1,0.09,LNG,Tree Plantation,70,17766,12757,42,19,4.1
360,Shanghai,Shanghai,27-02-2025,25-02-2025,Air,Delayed,10841,10870,558,37,192,HIJ Shipping,Manufacturing,Asia,28,210110,16,88,4.5,R21,17,S38,Increase container utilization,5137,10,1,0.1,HFO,None,82,16528,13391,35,22,4.8
361,Singapore,Shanghai,01-03-2025,22-01-2025,Sea,Delayed,9767,14611,409,42,114,OPQ Enterprises,Automotive,Europe,27,216462,23,96,4.7,R10,19,S46,Improve on-time performance,4761,10,1,0.18,MDO,None,85,14830,9219,40,24,4.3
362,Antwerp,Los Angeles,09-02-2025,29-01-2025,Land,On-time,12180,12985,513,48,198,Global Importers,Retail,Middle East,24,279232,18,94,4.8,R25,10,S18,Improve on-time performance,6830,7,1,0.12,MDO,Tree Plantation,87,17214,12222,35,23,4.7
363,Dubai,New York,21-01-2025,24-01-2025,Sea,Delayed,14040,15516,475,30,175,KLM Exporters,Textiles,North America,11,266567,24,94,4.5,R38,15,S49,Improve on-time performance,4929,14,2,0.08,LNG,Solar Investment,81,12967,12444,32,15,4.2
364,Dubai,Rotterdam,28-01-2025,11-02-2025,Sea,Delayed,11560,10865,563,40,129,XYZ Traders,Electronics,Asia,23,327425,20,97,4.6,R22,16,S41,Cost reduction per shipment,6734,11,2,0.19,LNG,Tree Plantation,74,15404,9766,45,16,4.5
365,Hamburg,Singapore,11-01-2025,13-01-2025,Air,Delayed,10112,16249,484,49,119,ABC Logistics,Electronics,Middle East,19,256063,16,96,4.3,R49,18,S45,Increase container utilization,4458,11,1,0.17,LNG,Wind Energy,82,13224,9067,38,16,4.3
366,Shanghai,Rotterdam,24-02-2025,02-02-2025,Air,On-time,13765,15204,448,30,136,XYZ Traders,Manufacturing,Europe,25,313394,23,87,4.6,R48,12,S16,Optimize fuel usage,4648,12,2,0.06,HFO,Tree Plantation,77,15522,14885,37,20,4.5
367,New York,Hamburg,03-02-2025,10-01-2025,Sea,On-time,12758,14309,469,37,102,ABC Logistics,Electronics,North America,16,255240,21,88,5,R47,11,S21,Reduce average delay,3407,9,0,0.2,MDO,Solar Investment,75,13787,8727,32,15,4.8
368,Hamburg,Busan,08-01-2025,22-01-2025,Sea,On-time,8626,17288,576,34,172,Global Importers,Electronics,Europe,17,281352,24,94,4,R46,14,S10,Cost reduction per shipment,6340,6,2,0.15,LNG,None,72,15626,8243,34,15,4.8
369,Hamburg,Shanghai,28-02-2025,10-02-2025,Air,On-time,12159,13203,530,46,140,DEF Cargo,Retail,Asia,19,348940,19,88,4.9,R4,19,S42,Reduce average delay,4692,7,1,0.07,MDO,Wind Energy,89,17561,14152,43,16,4.5
370,Mumbai,Hamburg,22-01-2025,24-01-2025,Land,Delayed,11414,12897,532,37,138,OPQ Enterprises,Automotive,Asia,24,280989,21,86,4.6,R4,10,S4,Optimize fuel usage,4977,13,2,0.09,LNG,Wind Energy,73,15343,9785,34,18,4.9
371,Singapore,Busan,08-01-2025,10-03-2025,Air,On-time,13014,12244,588,39,125,KLM Exporters,Pharmaceuticals,Asia,17,222222,18,89,4.3,R30,15,S44,Improve on-time performance,5413,10,0,0.15,MDO,Wind Energy,81,17352,8711,48,16,4.3
372,Dubai,Shanghai,18-02-2025,16-01-2025,Sea,Delayed,9375,10018,489,31,101,Global Importers,Electronics,Asia,22,279794,24,99,5,R2,18,S8,Optimize fuel usage,6930,12,2,0.17,LNG,Wind Energy,82,15311,10893,34,18,4.2
373,Singapore,Busan,15-01-2025,28-02-2025,Land,Delayed,9181,10641,425,38,122,XYZ Traders,Electronics,Asia,21,263924,21,89,4.5,R29,19,S47,Reduce average delay,5398,12,1,0.09,HFO,Solar Investment,71,15808,11150,49,17,4.6
374,Los Angeles,New York,17-01-2025,19-02-2025,Sea,Delayed,13708,13083,471,32,122,ABC Logistics,Pharmaceuticals,Europe,17,299854,16,89,4.3,R43,18,S19,Optimize fuel usage,4322,9,0,0.09,LNG,Solar Investment,88,11437,12181,49,17,4.6
375,Mumbai,Singapore,01-03-2025,21-02-2025,Land,Delayed,8490,15200,404,47,184,XYZ Traders,Electronics,Asia,24,278513,21,95,4.2,R36,16,S47,Increase container utilization,4929,5,0,0.1,LNG,Solar Investment,73,16888,9508,31,23,4
376,New York,Antwerp,23-01-2025,17-01-2025,Sea,On-time,11729,10329,414,36,115,OPQ Enterprises,Retail,Asia,21,254649,18,99,4.2,R21,16,S40,Optimize fuel usage,4182,10,2,0.14,LNG,Solar Investment,82,16737,8270,36,22,4.6
377,Singapore,Hamburg,24-01-2025,26-01-2025,Land,On-time,13974,10865,522,44,108,HIJ Shipping,Retail,North America,20,302986,18,95,4.8,R21,17,S40,Increase container utilization,5534,11,0,0.08,LNG,None,88,13358,9797,30,24,4.4
378,Rotterdam,Hamburg,14-02-2025,16-01-2025,Land,On-time,11534,10773,543,49,112,KLM Exporters,Pharmaceuticals,Asia,28,283749,15,94,4.6,R48,19,S9,Optimize fuel usage,3841,13,0,0.07,LNG,Tree Plantation,77,14854,10560,47,23,4.7
379,Antwerp,Dubai,19-01-2025,10-01-2025,Sea,On-time,11296,14487,400,47,127,Global Importers,Textiles,North America,23,341295,17,85,4.9,R21,11,S30,Increase container utilization,3983,6,0,0.15,MDO,Solar Investment,77,11382,13139,39,15,4.8
380,Los Angeles,Mumbai,05-01-2025,02-03-2025,Land,On-time,9940,14732,543,32,126,XYZ Traders,Electronics,North America,27,239369,19,90,4.2,R4,15,S17,Increase container utilization,4760,6,1,0.17,MDO,Tree Plantation,85,16076,11560,35,19,4.6
381,Shanghai,New York,01-02-2025,25-01-2025,Air,Delayed,12408,12354,564,43,150,XYZ Traders,Textiles,North America,22,286379,19,95,4.1,R1,14,S40,Optimize fuel usage,6597,14,0,0.13,HFO,Wind Energy,80,16390,12003,36,18,4
382,New York,New York,13-02-2025,15-02-2025,Sea,On-time,14758,13338,402,31,163,OPQ Enterprises,Electronics,Europe,13,269392,16,86,4,R26,14,S44,Cost reduction per shipment,4378,5,2,0.1,LNG,None,87,15216,10177,41,23,4.6
383,Los Angeles,Rotterdam,01-01-2025,20-02-2025,Air,On-time,13014,13518,579,43,151,HIJ Shipping,Automotive,Europe,26,212661,18,91,4.5,R2,12,S15,Improve on-time performance,3620,9,2,0.11,MDO,None,73,11406,8837,47,17,4.7
384,Antwerp,Busan,23-01-2025,17-01-2025,Sea,On-time,9882,17608,446,40,180,ABC Logistics,Electronics,Middle East,28,346663,15,88,5,R9,12,S4,Improve on-time performance,3929,6,0,0.11,MDO,Tree Plantation,70,15340,10817,40,19,4.2
385,Mumbai,Mumbai,06-02-2025,22-01-2025,Land,On-time,12908,12942,494,45,137,HIJ Shipping,Retail,Middle East,18,271718,23,99,4.7,R45,15,S6,Improve on-time performance,5448,7,2,0.19,LNG,Tree Plantation,70,11065,11714,48,22,4.5
386,Antwerp,Singapore,08-01-2025,24-01-2025,Land,Delayed,10987,16795,412,37,199,XYZ Traders,Manufacturing,North America,16,207970,15,89,4.3,R18,19,S16,Increase container utilization,6476,6,0,0.17,LNG,Tree Plantation,83,13989,11078,33,24,5
387,Hamburg,Singapore,13-01-2025,31-01-2025,Land,Delayed,13585,16984,519,36,164,OPQ Enterprises,Manufacturing,Europe,10,247922,20,89,4.9,R48,19,S26,Improve on-time performance,6167,8,2,0.08,HFO,None,73,11227,10899,48,19,4.3
388,Antwerp,New York,08-01-2025,22-02-2025,Sea,Delayed,11159,15121,454,40,117,ABC Logistics,Manufacturing,Asia,16,230755,21,89,4.8,R48,16,S37,Increase container utilization,4730,7,0,0.11,HFO,Solar Investment,80,15977,9776,42,23,4.2
389,Hamburg,Singapore,26-02-2025,26-02-2025,Air,Delayed,13422,12567,548,32,162,HIJ Shipping,Manufacturing,Middle East,16,320926,17,86,4,R42,10,S23,Cost reduction per shipment,5617,13,0,0.13,MDO,None,87,13184,13032,48,16,4.2
390,Mumbai,Dubai,23-01-2025,01-03-2025,Air,Delayed,12775,17929,465,46,150,KLM Exporters,Textiles,Europe,29,219416,15,89,4.8,R41,12,S13,Optimize fuel usage,3974,14,0,0.14,HFO,Solar Investment,85,13241,13429,31,20,4.6
391,Busan,Hamburg,12-02-2025,07-02-2025,Sea,On-time,12530,11674,581,43,108,HIJ Shipping,Textiles,Asia,16,213672,21,87,4.3,R11,10,S47,Optimize fuel usage,3391,6,1,0.12,MDO,Wind Energy,86,15801,13928,38,19,4.9
392,Hamburg,Los Angeles,01-01-2025,08-03-2025,Sea,Delayed,8681,12683,554,35,112,KLM Exporters,Electronics,Asia,17,328145,17,88,4.1,R25,19,S17,Increase container utilization,3351,11,2,0.17,HFO,Solar Investment,71,15753,9650,37,23,4.6
393,Shanghai,Antwerp,14-02-2025,28-01-2025,Air,Delayed,13254,13380,565,37,139,HIJ Shipping,Textiles,Europe,25,274095,24,97,4.2,R26,12,S27,Increase container utilization,5853,7,0,0.17,LNG,Tree Plantation,73,17800,10948,43,21,4.3
394,Antwerp,Rotterdam,20-02-2025,20-01-2025,Air,Delayed,9073,10739,489,34,154,DEF Cargo,Electronics,Middle East,12,200064,20,86,4.5,R36,14,S22,Cost reduction per shipment,4689,14,1,0.13,HFO,Solar Investment,72,12512,10520,38,22,4.6
395,Antwerp,Busan,24-01-2025,01-02-2025,Air,On-time,13551,11545,585,37,178,ABC Logistics,Automotive,Europe,22,268835,20,88,4.4,R42,18,S37,Improve on-time performance,3575,12,1,0.18,MDO,Solar Investment,84,11929,10385,42,21,4.6
396,Shanghai,Antwerp,04-02-2025,10-03-2025,Air,On-time,10387,14564,461,31,142,HIJ Shipping,Electronics,Middle East,19,336711,18,97,4.3,R35,12,S19,Cost reduction per shipment,4693,8,0,0.16,HFO,None,71,15036,12414,47,24,4.6
397,Rotterdam,Busan,24-01-2025,25-02-2025,Sea,Delayed,10394,12259,501,44,143,DEF Cargo,Manufacturing,North America,27,342127,20,93,4.2,R38,19,S39,Optimize fuel usage,5824,8,0,0.17,MDO,Tree Plantation,88,16823,13632,35,24,4.2
398,Dubai,Shanghai,17-01-2025,27-02-2025,Sea,On-time,10693,11135,573,41,167,Global Importers,Pharmaceuticals,Europe,16,287594,24,92,4.8,R3,19,S35,Optimize fuel usage,5680,13,0,0.19,MDO,Wind Energy,78,13603,13144,32,19,4.6
399,Busan,Antwerp,05-01-2025,25-02-2025,Land,On-time,9370,15127,538,46,132,OPQ Enterprises,Pharmaceuticals,Europe,14,316916,18,97,5,R41,18,S13,Improve on-time performance,4311,7,0,0.09,HFO,Solar Investment,79,12180,10768,39,19,4.4
400,New York,Los Angeles,20-01-2025,21-02-2025,Air,Delayed,12744,16947,599,30,123,HIJ Shipping,Retail,Middle East,16,320308,22,98,4.8,R35,10,S14,Optimize fuel usage,3522,11,0,0.09,HFO,Wind Energy,88,16053,12238,39,18,4
401,Hamburg,New York,21-01-2025,09-01-2025,Land,On-time,12340,16620,407,44,135,KLM Exporters,Retail,Middle East,26,282516,23,99,4.3,R40,15,S48,Increase container utilization,3725,5,2,0.18,MDO,Tree Plantation,74,12039,13828,39,16,4.5
402,Shanghai,Dubai,09-02-2025,12-01-2025,Sea,On-time,10156,10873,496,43,109,ABC Logistics,Electronics,Europe,13,264666,16,95,4.2,R22,18,S31,Optimize fuel usage,3161,11,0,0.17,LNG,Solar Investment,83,12101,10704,38,23,5
403,Mumbai,Hamburg,27-02-2025,09-02-2025,Sea,On-time,10580,14555,516,49,199,KLM Exporters,Pharmaceuticals,Asia,25,318294,21,96,4.2,R8,14,S45,Reduce average delay,6688,14,0,0.19,HFO,None,79,13099,9172,41,24,4.3
404,Hamburg,Hamburg,31-01-2025,22-02-2025,Land,Delayed,12391,12300,598,45,119,DEF Cargo,Manufacturing,Asia,28,210866,23,87,4.1,R15,19,S2,Improve on-time performance,4937,6,2,0.06,MDO,Wind Energy,85,11513,13812,37,24,5
405,Dubai,Dubai,15-02-2025,19-02-2025,Air,Delayed,10159,15645,463,38,174,DEF Cargo,Textiles,Asia,19,203889,23,85,4.6,R45,11,S46,Improve on-time performance,3658,10,1,0.14,LNG,None,75,15839,10518,38,24,4.1
406,Mumbai,Mumbai,05-02-2025,24-01-2025,Air,Delayed,13708,10751,420,30,111,Global Importers,Manufacturing,North America,12,318194,19,85,4.6,R7,14,S39,Improve on-time performance,6253,13,2,0.07,MDO,Wind Energy,77,14132,8362,46,24,4.7
407,Los Angeles,Shanghai,11-01-2025,09-03-2025,Air,On-time,11248,15557,599,46,161,KLM Exporters,Manufacturing,North America,12,324714,15,90,4.7,R19,10,S37,Reduce average delay,5897,10,1,0.13,HFO,Tree Plantation,71,16501,8649,37,17,4.1
408,Antwerp,Busan,21-02-2025,12-02-2025,Air,Delayed,14486,15873,514,42,117,LMN Supply,Electronics,Middle East,26,231335,20,87,4.7,R40,18,S14,Cost reduction per shipment,4572,7,1,0.07,MDO,Solar Investment,87,12832,10256,47,17,4.3
409,Los Angeles,Los Angeles,15-01-2025,05-03-2025,Land,On-time,11731,17124,590,34,193,OPQ Enterprises,Electronics,North America,19,250547,22,88,4.3,R42,19,S9,Increase container utilization,5129,5,2,0.07,MDO,Wind Energy,89,17835,11136,49,17,4.6
410,Hamburg,Singapore,19-01-2025,18-01-2025,Land,On-time,14244,10853,484,39,162,KLM Exporters,Automotive,Asia,26,298756,15,85,4.3,R17,19,S10,Improve on-time performance,3523,8,0,0.05,MDO,None,77,15638,12644,46,22,4.6
411,Dubai,Antwerp,07-01-2025,21-02-2025,Sea,On-time,11829,13732,591,35,183,LMN Supply,Manufacturing,Europe,26,210995,16,92,4.7,R1,18,S7,Optimize fuel usage,3003,8,1,0.14,HFO,Wind Energy,74,13457,9135,35,20,4.8
412,Busan,Shanghai,20-02-2025,07-03-2025,Air,Delayed,14772,12283,419,48,124,ABC Logistics,Manufacturing,North America,13,202631,15,85,4.3,R45,15,S28,Increase container utilization,5542,12,0,0.1,LNG,Wind Energy,86,13202,12358,39,15,4.6
413,Hamburg,Antwerp,28-01-2025,05-02-2025,Air,Delayed,9627,11329,407,42,111,OPQ Enterprises,Electronics,North America,15,337039,19,89,4.2,R29,18,S46,Optimize fuel usage,4578,14,2,0.07,LNG,Wind Energy,85,13680,11147,30,17,4.6
414,Shanghai,Los Angeles,20-02-2025,27-01-2025,Air,Delayed,11472,10477,457,30,120,KLM Exporters,Electronics,Asia,21,288294,16,90,4.4,R13,12,S25,Increase container utilization,6994,14,1,0.1,LNG,Wind Energy,74,13098,13297,30,18,4.9
415,Singapore,Rotterdam,12-02-2025,17-02-2025,Land,Delayed,8027,12726,445,49,124,Global Importers,Automotive,North America,29,287278,24,99,4.3,R48,13,S46,Increase container utilization,4074,11,0,0.08,LNG,Wind Energy,86,14166,12861,38,16,4.5
416,Hamburg,Rotterdam,27-02-2025,28-02-2025,Air,On-time,9985,13091,430,44,110,ABC Logistics,Automotive,Middle East,26,264471,24,86,4.1,R29,15,S28,Optimize fuel usage,4284,14,1,0.19,HFO,Wind Energy,73,16807,14144,49,20,4.2
417,Antwerp,Shanghai,05-01-2025,15-01-2025,Land,Delayed,13656,16359,492,43,163,OPQ Enterprises,Retail,Europe,26,237116,18,91,4.8,R41,13,S2,Optimize fuel usage,6205,11,1,0.1,MDO,None,70,12927,14291,32,24,4.2
418,Antwerp,New York,05-01-2025,16-02-2025,Air,On-time,12153,16998,408,37,172,KLM Exporters,Pharmaceuticals,Asia,19,292116,15,91,4.9,R42,10,S17,Increase container utilization,4622,11,2,0.1,LNG,Wind Energy,75,17667,8875,35,15,4.4
419,Hamburg,Los Angeles,30-01-2025,10-03-2025,Air,Delayed,9521,14230,414,39,149,KLM Exporters,Manufacturing,Middle East,16,333014,21,85,4.2,R6,16,S4,Improve on-time performance,6433,6,0,0.18,LNG,Wind Energy,70,15450,11742,36,15,4.7
420,Mumbai,Los Angeles,23-02-2025,26-01-2025,Sea,Delayed,8296,17048,493,38,161,OPQ Enterprises,Manufacturing,Asia,25,247664,22,88,4.1,R5,14,S13,Optimize fuel usage,5615,13,0,0.15,HFO,Wind Energy,73,14116,13955,38,22,4
421,Singapore,Dubai,01-02-2025,15-02-2025,Air,Delayed,10181,15248,553,46,188,LMN Supply,Automotive,Middle East,22,287342,19,96,4.7,R34,17,S18,Reduce average delay,6288,10,1,0.16,MDO,Solar Investment,71,17945,11851,34,18,4.1
422,Shanghai,New York,08-01-2025,29-01-2025,Air,On-time,11402,14505,537,38,198,ABC Logistics,Automotive,Europe,12,214407,16,97,4.2,R11,18,S3,Reduce average delay,3877,6,0,0.15,MDO,Tree Plantation,82,16324,9152,45,15,4.1
423,Hamburg,Busan,10-01-2025,09-02-2025,Sea,On-time,10296,15541,428,32,195,Global Importers,Retail,Europe,11,313926,22,88,4.4,R9,14,S37,Increase container utilization,4091,5,1,0.19,LNG,Tree Plantation,83,16850,14656,31,21,4.6
424,Mumbai,Busan,07-02-2025,02-03-2025,Land,On-time,10597,15413,479,40,148,Global Importers,Pharmaceuticals,Middle East,25,259201,15,89,4.1,R38,17,S33,Cost reduction per shipment,6059,5,2,0.08,LNG,Tree Plantation,86,13887,9922,32,23,4.2
425,Antwerp,Singapore,16-02-2025,04-02-2025,Land,On-time,8901,11269,435,41,113,ABC Logistics,Retail,Middle East,15,280093,21,85,4.2,R40,10,S41,Increase container utilization,6062,5,2,0.2,MDO,None,80,17399,8628,32,24,4.2
426,Antwerp,Hamburg,01-02-2025,03-03-2025,Air,On-time,14060,17868,483,39,100,ABC Logistics,Pharmaceuticals,Middle East,15,217878,15,85,4.8,R41,10,S24,Increase container utilization,5911,8,0,0.17,HFO,None,72,15343,11019,49,21,4.6
427,Dubai,Rotterdam,17-02-2025,21-02-2025,Land,Delayed,9098,15675,508,46,180,DEF Cargo,Textiles,Middle East,22,283100,20,91,4.8,R9,16,S8,Improve on-time performance,6627,8,2,0.14,MDO,None,76,15628,13621,39,15,4.8
428,Hamburg,Busan,28-01-2025,09-02-2025,Air,On-time,9677,14181,517,46,124,XYZ Traders,Manufacturing,Middle East,16,278629,20,93,4.2,R8,15,S35,Improve on-time performance,4166,13,2,0.15,MDO,Wind Energy,79,17184,9724,32,15,4.3
429,Singapore,New York,17-01-2025,24-01-2025,Sea,On-time,10881,12603,436,40,158,KLM Exporters,Retail,Middle East,14,243168,19,85,4.3,R44,14,S2,Cost reduction per shipment,6417,5,0,0.15,LNG,Tree Plantation,80,14530,12748,44,15,4.6
430,Rotterdam,Los Angeles,31-01-2025,13-01-2025,Sea,On-time,13287,15961,485,33,171,LMN Supply,Automotive,Europe,16,254862,16,86,4.1,R40,14,S33,Cost reduction per shipment,4577,7,1,0.06,HFO,Wind Energy,79,11789,14132,43,22,4.1
431,Singapore,Busan,08-01-2025,31-01-2025,Air,On-time,12866,17542,470,36,168,ABC Logistics,Retail,Middle East,11,228004,16,90,4.1,R3,18,S12,Cost reduction per shipment,4674,7,2,0.08,HFO,Solar Investment,77,12300,9128,33,21,4.9
432,Antwerp,Los Angeles,09-02-2025,04-02-2025,Sea,Delayed,13622,11469,550,43,104,ABC Logistics,Textiles,North America,26,220471,23,99,5,R13,10,S22,Cost reduction per shipment,4608,12,0,0.19,HFO,Tree Plantation,74,12947,12561,39,17,4.3
433,Antwerp,Busan,25-01-2025,12-01-2025,Sea,On-time,9378,10377,568,36,198,XYZ Traders,Retail,Europe,22,291820,19,99,4.7,R19,17,S13,Cost reduction per shipment,5826,6,0,0.13,LNG,Solar Investment,71,13242,8763,40,17,5
434,Los Angeles,Rotterdam,09-01-2025,11-03-2025,Air,Delayed,9248,17557,492,37,118,XYZ Traders,Manufacturing,Asia,25,302229,19,90,4.5,R34,11,S10,Increase container utilization,4217,10,0,0.11,HFO,Solar Investment,84,12094,9019,40,17,5
435,Antwerp,Antwerp,02-01-2025,10-02-2025,Air,Delayed,11735,11680,479,30,122,OPQ Enterprises,Textiles,Europe,29,265308,21,86,4.8,R32,16,S17,Increase container utilization,6052,8,2,0.16,HFO,Wind Energy,85,12358,13024,37,16,4.8
436,Shanghai,Busan,15-01-2025,30-01-2025,Sea,Delayed,13650,15170,501,33,108,HIJ Shipping,Automotive,Asia,11,283969,20,93,4.8,R49,15,S43,Reduce average delay,4690,14,2,0.13,LNG,Tree Plantation,73,14656,11973,38,18,4
437,New York,New York,19-02-2025,11-02-2025,Land,On-time,12241,10241,555,41,193,Global Importers,Automotive,Asia,14,214568,16,88,4.8,R16,19,S5,Reduce average delay,6317,10,1,0.05,MDO,Solar Investment,85,11307,11927,37,21,4.5
438,Hamburg,Busan,03-01-2025,06-01-2025,Land,Delayed,14079,17461,575,32,149,LMN Supply,Electronics,North America,27,209466,15,97,4,R36,11,S9,Optimize fuel usage,3313,9,1,0.16,HFO,Tree Plantation,81,12450,10841,41,23,4.1
439,Singapore,Hamburg,18-02-2025,20-01-2025,Air,On-time,9264,10919,565,42,115,OPQ Enterprises,Textiles,Middle East,16,257324,19,91,4.2,R18,12,S13,Increase container utilization,3729,13,1,0.16,MDO,Solar Investment,83,13123,10947,46,17,4.9
440,New York,Rotterdam,05-02-2025,11-02-2025,Air,On-time,9907,15682,558,49,132,ABC Logistics,Electronics,Middle East,20,302208,18,90,4.7,R14,13,S23,Cost reduction per shipment,3383,13,1,0.07,HFO,Solar Investment,81,15882,13477,44,24,4.8
441,Mumbai,New York,04-01-2025,18-01-2025,Land,On-time,14487,16409,413,35,101,KLM Exporters,Electronics,Europe,20,346539,17,95,4.4,R30,16,S30,Optimize fuel usage,4788,5,1,0.19,MDO,Wind Energy,85,13842,8674,48,21,5
442,Rotterdam,Dubai,14-01-2025,13-01-2025,Sea,On-time,13868,17287,516,40,113,XYZ Traders,Manufacturing,Middle East,26,275955,16,97,5,R2,17,S43,Improve on-time performance,4812,7,1,0.08,MDO,Tree Plantation,85,16644,9008,49,18,4.6
443,Shanghai,New York,10-02-2025,10-01-2025,Land,On-time,9058,16855,472,33,100,DEF Cargo,Retail,North America,25,347748,24,95,4.7,R13,11,S4,Increase container utilization,5324,5,0,0.12,LNG,Wind Energy,81,16994,9226,35,15,4.5
444,Singapore,Hamburg,10-02-2025,06-03-2025,Land,Delayed,10749,15367,490,49,189,Global Importers,Automotive,Europe,22,294791,16,87,5,R27,17,S21,Reduce average delay,4095,10,1,0.07,LNG,Wind Energy,71,12664,9635,34,19,4.5
445,New York,Antwerp,25-01-2025,06-01-2025,Land,Delayed,10048,10069,489,45,157,OPQ Enterprises,Automotive,Europe,14,308718,18,92,4.2,R17,18,S43,Increase container utilization,4152,7,2,0.14,HFO,Wind Energy,83,17373,12376,37,22,4.4
446,Rotterdam,Rotterdam,27-02-2025,10-02-2025,Land,On-time,14115,13924,428,36,188,DEF Cargo,Retail,Europe,29,222650,16,91,4.9,R31,16,S9,Increase container utilization,6429,5,1,0.11,HFO,Wind Energy,80,17228,13376,47,17,4.5
